name,Elec link,EastWest,IFA,IFA2,Moyle,BritNed,Nemo,NSL,Viking Link
29/07/2023 16:00,0.716,0,0.496,0.648,0.372,0.32,1,0.748571429,0
29/07/2023 16:30,0.726,0,0.595,0.678,0.616,0.28,0.986,0.794285714,0
29/07/2023 17:00,0.614,0,0.812,0.528,0.528,0,0.158,0.98,0
29/07/2023 17:30,0.612,0,0.819,0.516,0.564,0,0.126,1,0
29/07/2023 18:00,0.662,0,0.656,0.414,0.412,0,0.226,1,0
29/07/2023 18:30,0.664,0,0.64,0.41,0.424,0,0.226,1,0
29/07/2023 19:00,0.646,0,0.392,0.402,0.352,0,0.224,1,0
29/07/2023 19:30,0.644,0,0.379,0.398,0.312,0,0.224,1,0
29/07/2023 20:00,0.576,0,0.307,0.308,0.364,0,0.176,1,0
29/07/2023 20:30,0.56,0,0.298,0.288,0.2,0,0.172,1,0
29/07/2023 21:00,0.29,0,0.136,0,0.284,0,0,1,0
29/07/2023 21:30,0.28,0,0.12,0,0.276,0,0,0.972857143,0
29/07/2023 22:00,0.316,0,0,0,0.328,0.202,0.052,0.71,0
29/07/2023 22:30,0.314,0,0,0,0.364,0.232,0.052,0.651428571,0
29/07/2023 23:00,0.208,0,0,0,0.428,0,0,0.384285714,0
29/07/2023 23:30,0.216,0.04,0,0,0.156,0,0,0.33,0
30/07/2023 0:00,0.518,0,0,0,0,0,0,0.062857143,0
30/07/2023 0:30,0.54,0,0,0,0,0,0,0.008571429,0
30/07/2023 1:00,0.714,0,0,0,0,0,0,0,0
30/07/2023 1:30,0.718,0,0,0,0,0,0,0,0
30/07/2023 2:00,0.62,0,0,0,0,0,0,0,0
30/07/2023 2:30,0.616,0,0,0,0,0,0,0,0
30/07/2023 3:00,0.604,0,0,0,0,0,0,0,0
30/07/2023 3:30,0.574,0,0,0,0,0,0,0,0
30/07/2023 4:00,0,0,0,0.012,0,0,0,0,0
30/07/2023 4:30,0,0,0,0.02,0,0,0,0,0
30/07/2023 5:00,0,0,0,0,0,0,0,0,0
30/07/2023 5:30,0,0,0,0,0,0,0,0,0
30/07/2023 6:00,0,0,0,0,0,0.1,0.084,0,0
30/07/2023 6:30,0,0,0,0,0,0.104,0.092,0,0
30/07/2023 7:00,0.246,0,0,0,0,0.488,0.39,0,0
30/07/2023 7:30,0.26,0,0,0,0,0.526,0.394,0,0
30/07/2023 8:00,0.162,0,0,0,0,0.562,0.39,0,0
30/07/2023 8:30,0.15,0,0,0,0,0.562,0.394,0,0
30/07/2023 9:00,0,0,0,0,0,0.724,0.754,0,0
30/07/2023 9:30,0,0,0,0,0,0.73,0.762,0,0
30/07/2023 10:00,0,0,0,0,0,0.922,0.994,0.112857143,0
30/07/2023 10:30,0,0,0,0,0,0.924,0.996,0.165714286,0
30/07/2023 11:00,0,0,0,0,0,1,0.896,0.432857143,0
30/07/2023 11:30,0,0,0,0,0,1,0.896,0.464285714,0
30/07/2023 12:00,0.864,0,0,0.14,0,1,0.998,0.504285714,0
30/07/2023 12:30,0.904,0,0,0.17,0,1,1,0.511428571,0
30/07/2023 13:00,0.904,0,0,0.354,0,1,1,0.541428571,0
30/07/2023 13:30,0.908,0,0,0.364,0,1,1,0.571428571,0
30/07/2023 14:00,0.998,0,0,0.364,0,1,1,0.838571429,0
30/07/2023 14:30,0.978,0,0,0.38,0,1,1,0.877142857,0
30/07/2023 15:00,0.486,0,0.31,0.758,0,0.93,0.946,0.988571429,0
30/07/2023 15:30,0.464,0,0.418,0.776,0,0.928,0.946,1,0
30/07/2023 16:00,0.976,0,0.972,0.982,0,1,1,1,0
30/07/2023 16:30,0.998,0,1,0.992,0,1,1,1,0
30/07/2023 17:00,0.998,0,1,0.992,0,1,1,1,0
30/07/2023 17:30,0.998,0,1,0.992,0,1,1,1,0
30/07/2023 18:00,0.998,0,0.988,0.986,0,1,0.892,1,0
30/07/2023 18:30,0.998,0,0.978,0.978,0,1,0.89,1,0
30/07/2023 19:00,0.998,0,0.721,0.828,0,0.914,0.64,1,0
30/07/2023 19:30,1,0,0.71,0.822,0,0.914,0.638,1,0
30/07/2023 20:00,0.882,0,0.586,0.446,0,0.762,0.634,1,0
30/07/2023 20:30,0.866,0,0.574,0.428,0,0.764,0.634,1,0
30/07/2023 21:00,0.66,0,0.426,0.404,0,0.82,0.692,1,0
30/07/2023 21:30,0.654,0,0.423,0.41,0,0.714,0.676,1,0
30/07/2023 22:00,0.742,0.112,0.463,0.598,0,0,0.074,1,0
30/07/2023 22:30,0.738,0.036,0.385,0.594,0,0,0.066,0.978571429,0
30/07/2023 23:00,0.548,0,0,0.314,0,0.306,0.526,0.767142857,0
30/07/2023 23:30,0.536,0,0,0.3,0,0.31,0.476,0.724285714,0
31/07/2023 0:00,0.524,0,0.381,0.324,0,0,0,0.561428571,0
31/07/2023 0:30,0.526,0,0.433,0.326,0,0,0,0.534285714,0
31/07/2023 1:00,0.606,0,0,0.364,0,0.142,0.142,0.418571429,0
31/07/2023 1:30,0.612,0,0,0.356,0,0.144,0.176,0.39,0
31/07/2023 2:00,0.64,0,0,0.164,0,0,0.398,0.217142857,0
31/07/2023 2:30,0.624,0,0,0.15,0,0,0.396,0.225714286,0
31/07/2023 3:00,0.238,0,0,0.032,0.068,0,0.096,0.492857143,0
31/07/2023 3:30,0.22,0,0,0.026,0.064,0,0.092,0.528571429,0
31/07/2023 4:00,0,0.04,0,0.14,0.368,0,0.476,0.812857143,0
31/07/2023 4:30,0,0.236,0,0.16,0.424,0,0.464,0.841428571,0
31/07/2023 5:00,0,0.044,0.015,0.482,0.148,0,0,0.855714286,0
31/07/2023 5:30,0,0,0.022,0.494,0.132,0,0,0.857142857,0
31/07/2023 6:00,0.262,0,0.199,0.424,0,0.1,0.166,0.857142857,0
31/07/2023 6:30,0.312,0,0.215,0.436,0,0.104,0.182,0.857142857,0
31/07/2023 7:00,0.944,0,0.387,0.756,0,0.612,0.632,0.857142857,0
31/07/2023 7:30,0.976,0,0.315,0.78,0,0.65,0.648,0.857142857,0
31/07/2023 8:00,0.998,0,0,0.982,0,0.724,0.994,0.857142857,0
31/07/2023 8:30,1,0,0,0.992,0,0.728,1,0.857142857,0
31/07/2023 9:00,1,0,0,0.988,0,0.998,1,0.857142857,0
31/07/2023 9:30,1,0,0,0.988,0,1,1,0.857142857,0
31/07/2023 10:00,1,0,0,0.992,0,1,1,0.857142857,0
31/07/2023 10:30,1,0,0,0.992,0,1,1,0.857142857,0
31/07/2023 11:00,1,0,0,0.992,0,1,1,0.857142857,0
31/07/2023 11:30,1,0,0,0.992,0,1,1,0.857142857,0
31/07/2023 12:00,1,0,0.012,0.992,0,1,1,0.857142857,0
31/07/2023 12:30,1,0,0.015,0.992,0,1,1,0.855714286,0
31/07/2023 13:00,0.998,0,0.456,0.992,0,1,1,0.855714286,0
31/07/2023 13:30,0.998,0,0.481,0.992,0,1,1,0.855714286,0
31/07/2023 14:00,1,0,0.499,0.992,0,0.652,1,0.855714286,0
31/07/2023 14:30,1,0,0.499,0.992,0,0.622,1,0.857142857,0
31/07/2023 15:00,0.99,0,0.497,0.992,0,0,0.92,0.855714286,0
31/07/2023 15:30,0.812,0,0.497,0.992,0,0,0.92,0.857142857,0
31/07/2023 16:00,0.87,0,0.499,0.992,0,0.102,0.76,0.857142857,0
31/07/2023 16:30,0.874,0,0.499,0.988,0,0.102,0.758,0.857142857,0
31/07/2023 17:00,0.876,0,0.493,0.892,0,0,0.856,0.857142857,0
31/07/2023 17:30,0.88,0,0.492,0.888,0,0,0.854,0.857142857,0
31/07/2023 18:00,0.992,0,0.463,0.892,0,0,0.644,0.857142857,0
31/07/2023 18:30,0.998,0,0.462,0.892,0,0,0.642,0.857142857,0
31/07/2023 19:00,0.906,0,0.441,0.766,0,0,0.548,0.857142857,0
31/07/2023 19:30,0.9,0,0.439,0.756,0,0,0.546,0.857142857,0
31/07/2023 20:00,0.846,0,0.399,0.684,0,0,0.364,0.857142857,0
31/07/2023 20:30,0.838,0,0.386,0.664,0,0,0.356,0.855714286,0
31/07/2023 21:00,0.738,0,0.175,0.316,0,0,0,0.857142857,0
31/07/2023 21:30,0.734,0,0.173,0.318,0,0,0,0.857142857,0
31/07/2023 22:00,0.742,0,0.415,0.752,0,0,0.3,0.857142857,0
31/07/2023 22:30,0.74,0,0.424,0.77,0,0,0.29,0.83,0
31/07/2023 23:00,0.652,0,0.405,0.746,0,0,0,0.562857143,0
31/07/2023 23:30,0.648,0,0.395,0.738,0,0,0,0.508571429,0
01/08/2023 0:00,0.644,0,0.198,0.598,0,0,0,0.241428571,0
01/08/2023 0:30,0.646,0,0.192,0.59,0,0,0,0.195714286,0
01/08/2023 1:00,0.696,0,0.323,0.564,0,0,0.098,0.014285714,0
01/08/2023 1:30,0.698,0,0.326,0.56,0,0,0.102,0,0
01/08/2023 2:00,0.684,0,0.289,0.496,0,0,0.146,0,0
01/08/2023 2:30,0.68,0,0.278,0.48,0,0,0.146,0,0
01/08/2023 3:00,0.574,0,0.078,0.22,0,0,0.036,0.192857143,0
01/08/2023 3:30,0.564,0,0.069,0.216,0,0,0.03,0.24,0
01/08/2023 4:00,0.464,0,0.102,0.38,0,0,0,0.508571429,0
01/08/2023 4:30,0.454,0,0.103,0.38,0,0,0,0.561428571,0
01/08/2023 5:00,0.3,0,0.098,0.208,0,0,0,0.828571429,0
01/08/2023 5:30,0.294,0,0.083,0.198,0,0,0,0.857142857,0
01/08/2023 6:00,0.292,0,0,0.132,0,0,0,0.857142857,0
01/08/2023 6:30,0.294,0,0,0.136,0,0,0,0.857142857,0
01/08/2023 7:00,0.34,0,0.15,0.296,0,0,0.374,0.857142857,0
01/08/2023 7:30,0.348,0,0.168,0.306,0,0,0.388,0.855714286,0
01/08/2023 8:00,0.428,0,0.205,0.352,0,0.416,0.546,0.855714286,0
01/08/2023 8:30,0.434,0,0.207,0.348,0,0.466,0.552,0.855714286,0
01/08/2023 9:00,0.522,0,0.236,0.186,0,0.988,0.894,0.855714286,0
01/08/2023 9:30,0.526,0,0.237,0.18,0,1,0.9,0.855714286,0
01/08/2023 10:00,0.932,0,0.199,0.426,0,1,0.998,0.855714286,0
01/08/2023 10:30,0.952,0,0.21,0.458,0,1,1,0.855714286,0
01/08/2023 11:00,0.996,0,0.486,0.968,0,1,1,0.857142857,0
01/08/2023 11:30,0.998,0,0.499,0.992,0,1,1,0.855714286,0
01/08/2023 12:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 12:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 13:00,0.998,0,0.498,0.992,0,1,1,0.857142857,0
01/08/2023 13:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 14:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 14:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 15:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 15:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 16:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 16:30,1,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 17:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 17:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 18:00,0.998,0.14,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 18:30,0.998,0.232,0.499,0.992,0,1,1,0.857142857,0
01/08/2023 19:00,0.972,0.52,0.499,0.992,0,0.572,1,0.857142857,0
01/08/2023 19:30,0.966,0.564,0.499,0.99,0,0.56,1,0.857142857,0
01/08/2023 20:00,0.866,0.58,0.499,0.926,0,0.562,0.89,0.857142857,0
01/08/2023 20:30,0.846,0.536,0.494,0.91,0,0.558,0.884,0.857142857,0
01/08/2023 21:00,0.548,0.752,0.4,0.62,0,0.3,0.536,0.857142857,0
01/08/2023 21:30,0.556,0.528,0.4,0.622,0,0.302,0.536,0.857142857,0
01/08/2023 22:00,0.976,0.264,0.493,0.972,0,0.64,0.892,0.857142857,0
01/08/2023 22:30,0.998,0.012,0.499,0.992,0,0.648,0.898,0.857142857,0
01/08/2023 23:00,0.998,0,0.499,0.992,0,0.654,0.998,0.857142857,0
01/08/2023 23:30,1,0,0.487,0.988,0,0.63,0.998,0.857142857,0
02/08/2023 0:00,1,0,0.274,0.9,0,0.274,0.78,0.857142857,0
02/08/2023 0:30,1,0,0.26,0.89,0,0.264,0.778,0.857142857,0
02/08/2023 1:00,0.998,0,0.191,0.766,0,0,0.736,0.857142857,0
02/08/2023 1:30,0.998,0,0.19,0.754,0,0,0.734,0.83,0
02/08/2023 2:00,0.998,0,0.219,0.636,0,0,0.654,0.568571429,0
02/08/2023 2:30,0.998,0,0.218,0.624,0,0,0.654,0.508571429,0
02/08/2023 3:00,1,0,0.155,0.458,0,0,0.556,0.247142857,0
02/08/2023 3:30,0.992,0,0.153,0.456,0,0,0.554,0.2,0
02/08/2023 4:00,0.822,0,0.184,0.644,0,0,0.432,0.055714286,0
02/08/2023 4:30,0.82,0,0.189,0.654,0,0,0.432,0.067142857,0
02/08/2023 5:00,0.946,0,0.288,0.686,0,0,0.526,0.335714286,0
02/08/2023 5:30,0.952,0,0.301,0.7,0,0,0.532,0.388571429,0
02/08/2023 6:00,0.996,0,0.486,0.978,0,0,0.86,0.655714286,0
02/08/2023 6:30,0.998,0,0.494,0.992,0,0,0.864,0.697142857,0
02/08/2023 7:00,0.998,0,0.496,0.992,0,0,0.998,0.841428571,0
02/08/2023 7:30,0.998,0,0.496,0.992,0,0,1,0.857142857,0
02/08/2023 8:00,0.998,0,0.498,0.85,0,0.792,1,0.857142857,0
02/08/2023 8:30,0.998,0,0.496,0.836,0,0.948,1,0.857142857,0
02/08/2023 9:00,0.998,0,0.424,0.682,0,0.998,1,0.857142857,0
02/08/2023 9:30,1,0,0.424,0.688,0,0.984,1,0.857142857,0
02/08/2023 10:00,0.998,0,0.495,0.976,0,0.756,1,0.857142857,0
02/08/2023 10:30,0.998,0,0.498,0.992,0,0.756,1,0.855714286,0
02/08/2023 11:00,0.998,0,0.498,0.992,0,0.998,1,0.857142857,0
02/08/2023 11:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 12:00,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 12:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 13:00,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 13:30,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 14:00,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 14:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 15:00,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 15:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 16:00,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 16:30,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 17:00,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 17:30,0.998,0,0.498,0.992,0,1,1,0.855714286,0
02/08/2023 18:00,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 18:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
02/08/2023 19:00,0.998,0,0.498,0.992,0,0.952,1,0.857142857,0
02/08/2023 19:30,1,0,0.498,0.992,0,0.95,1,0.857142857,0
02/08/2023 20:00,1,0.068,0.499,0.992,0,0.99,0.99,0.855714286,0
02/08/2023 20:30,0.998,0,0.498,0.99,0,0.974,0.982,0.83,0
02/08/2023 21:00,0.998,0,0.473,0.918,0,0.31,0.572,0.561428571,0
02/08/2023 21:30,0.998,0,0.466,0.914,0,0.26,0.556,0.561428571,0
02/08/2023 22:00,0.998,0,0.307,0.896,0,0.002,0.124,0.828571429,0
02/08/2023 22:30,0.998,0,0.301,0.896,0,0,0.11,0.851428571,0
02/08/2023 23:00,0.998,0,0.292,0.914,0,0,0,0.8,0
02/08/2023 23:30,1,0,0.294,0.91,0,0,0,0.781428571,0
03/08/2023 0:00,1,0,0.346,0.802,0,0,0,0.66,0
03/08/2023 0:30,1,0,0.347,0.802,0,0,0,0.655714286,0
03/08/2023 1:00,1,0,0.28,0.936,0,0,0,0.741428571,0
03/08/2023 1:30,1,0,0.278,0.944,0,0,0,0.748571429,0
03/08/2023 2:00,0.992,0,0.372,0.76,0,0,0,0.68,0
03/08/2023 2:30,0.992,0,0.376,0.752,0,0,0,0.687142857,0
03/08/2023 3:00,0.988,0,0.343,0.796,0,0,0,0.837142857,0
03/08/2023 3:30,0.96,0,0.337,0.794,0,0,0,0.857142857,0
03/08/2023 4:00,0.37,0,0.199,0.706,0,0,0,0.857142857,0
03/08/2023 4:30,0.338,0,0.194,0.7,0,0,0,0.855714286,0
03/08/2023 5:00,0.966,0,0.438,0.972,0,0,0.796,0.857142857,0
03/08/2023 5:30,0.998,0,0.449,0.988,0,0,0.95,0.857142857,0
03/08/2023 6:00,0.65,0,0.407,0.514,0,0.538,0.902,0.857142857,0
03/08/2023 6:30,0.652,0,0.409,0.512,0,0.6,0.902,0.857142857,0
03/08/2023 7:00,0.98,0,0.494,0.966,0,0.636,0.998,0.857142857,0
03/08/2023 7:30,0.998,0,0.499,0.992,0,0.636,1,0.857142857,0
03/08/2023 8:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 8:30,1,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 9:00,1,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 9:30,0.998,0,0.498,0.992,0,1,1,0.857142857,0
03/08/2023 10:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 10:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 11:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 11:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 12:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 12:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 13:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 13:30,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 14:00,0.998,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 14:30,1,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 15:00,1,0,0.499,0.992,0,1,1,0.857142857,0
03/08/2023 15:30,0.996,0,0.496,0.988,0,1,1,0.857142857,0
03/08/2023 16:00,0.946,0,0.426,0.898,0,1,0.994,0.857142857,0
03/08/2023 16:30,0.944,0,0.424,0.894,0,1,0.994,0.857142857,0
03/08/2023 17:00,0.996,0,0.423,0.84,0,0.756,1,0.857142857,0
03/08/2023 17:30,1,0,0.423,0.836,0,0.754,1,0.857142857,0
03/08/2023 18:00,0.952,0,0.483,0.926,0,0.298,1,0.857142857,0
03/08/2023 18:30,0.95,0,0.487,0.93,0,0.286,1,0.857142857,0
03/08/2023 19:00,0.95,0,0.491,0.966,0,0.182,1,0.857142857,0
03/08/2023 19:30,0.95,0,0.491,0.968,0,0.182,1,0.857142857,0
03/08/2023 20:00,0.996,0,0.479,0.968,0,0,0.962,0.857142857,0
03/08/2023 20:30,0.988,0,0.477,0.966,0,0,0.954,0.857142857,0
03/08/2023 21:00,0.802,0,0.431,0.916,0,0,0.552,0.857142857,0
03/08/2023 21:30,0.782,0,0.428,0.896,0,0,0.536,0.857142857,0
03/08/2023 22:00,0.532,0,0.389,0.508,0,0,0.12,0.857142857,0
03/08/2023 22:30,0.514,0,0.386,0.482,0,0,0.11,0.857142857,0
03/08/2023 23:00,0.398,0,0.353,0.424,0,0,0.04,0.857142857,0
03/08/2023 23:30,0.392,0,0.346,0.408,0,0,0.04,0.857142857,0
04/08/2023 0:00,0.372,0,0.24,0.098,0,0,0,0.857142857,0
04/08/2023 0:30,0.38,0,0.231,0.096,0,0,0,0.857142857,0
04/08/2023 1:00,0.578,0,0.18,0.352,0,0,0,0.857142857,0
04/08/2023 1:30,0.576,0,0.182,0.364,0,0,0,0.857142857,0
04/08/2023 2:00,0.366,0,0.32,0.378,0,0,0,0.857142857,0
04/08/2023 2:30,0.352,0,0.324,0.374,0,0,0,0.857142857,0
04/08/2023 3:00,0.28,0,0.288,0.252,0,0,0,0.857142857,0
04/08/2023 3:30,0.268,0,0.289,0.256,0,0,0,0.857142857,0
04/08/2023 4:00,0.072,0,0.356,0.47,0,0,0,0.857142857,0
04/08/2023 4:30,0.068,0,0.355,0.478,0,0,0,0.857142857,0
04/08/2023 5:00,0.168,0,0.27,0.422,0,0,0,0.857142857,0
04/08/2023 5:30,0.176,0,0.271,0.426,0,0,0,0.857142857,0
04/08/2023 6:00,0.232,0,0.417,0.552,0,0,0,0.857142857,0
04/08/2023 6:30,0.25,0,0.422,0.562,0,0,0,0.857142857,0
04/08/2023 7:00,0.624,0,0.426,0.7,0,0.1,0.426,0.857142857,0
04/08/2023 7:30,0.644,0,0.426,0.71,0,0.104,0.448,0.857142857,0
04/08/2023 8:00,0.7,0,0.422,0.818,0,0.344,0.574,0.857142857,0
04/08/2023 8:30,0.71,0,0.421,0.826,0,0.376,0.576,0.857142857,0
04/08/2023 9:00,0.872,0,0.382,0.854,0,0.982,0.618,0.857142857,0
04/08/2023 9:30,0.882,0,0.386,0.862,0,1,0.622,0.857142857,0
04/08/2023 10:00,0.956,0,0.493,0.986,0,1,0.922,0.857142857,0
04/08/2023 10:30,0.96,0,0.498,0.992,0,1,0.926,0.857142857,0
04/08/2023 11:00,0.998,0,0.499,0.992,0,1,0.998,0.857142857,0
04/08/2023 11:30,1,0,0.498,0.992,0,1,1,0.857142857,0
04/08/2023 12:00,1,0,0.472,0.992,0,1,1,0.857142857,0
04/08/2023 12:30,1,0,0.471,0.992,0,1,1,0.857142857,0
04/08/2023 13:00,1,0,0.498,0.954,0,0.922,1,0.857142857,0
04/08/2023 13:30,0.998,0,0.498,0.954,0,0.922,1,0.857142857,0
04/08/2023 14:00,0.998,0,0.495,0.962,0,0.972,0.974,0.857142857,0
04/08/2023 14:30,1,0,0.495,0.962,0,0.97,0.974,0.857142857,0
04/08/2023 15:00,1,0,0.488,0.95,0,0.818,1,0.857142857,0
04/08/2023 15:30,1,0,0.488,0.95,0,0.818,1,0.857142857,0
04/08/2023 16:00,1,0,0.498,0.99,0,1,1,0.857142857,0
04/08/2023 16:30,1,0,0.498,0.992,0,0.988,1,0.857142857,0
04/08/2023 17:00,1,0,0.5,0.992,0,0.414,1,0.857142857,0
04/08/2023 17:30,1,0,0.5,0.992,0,0.372,1,0.857142857,0
04/08/2023 18:00,1,0,0.5,0.992,0,0,1,0.857142857,0
04/08/2023 18:30,1,0,0.5,0.992,0,0,1,0.857142857,0
04/08/2023 19:00,1,0.148,0.501,0.992,0.072,0,0.724,0.857142857,0
04/08/2023 19:30,1,0.448,0.501,0.992,0.084,0,0.72,0.857142857,0
04/08/2023 20:00,0.998,0.716,0.501,0.992,0.188,0,0.616,0.857142857,0
04/08/2023 20:30,0.992,0.624,0.519,0.988,0.224,0,0.59,0.857142857,0
04/08/2023 21:00,0.842,0.46,0.832,0.902,0.304,0,0,0.857142857,0
04/08/2023 21:30,0.814,0.224,0.829,0.876,0.32,0,0,0.857142857,0
04/08/2023 22:00,0.32,0.02,0.632,0.334,0.18,0,0.12,0.857142857,0
04/08/2023 22:30,0.298,0,0.617,0.306,0,0,0.122,0.857142857,0
04/08/2023 23:00,0.318,0,0.515,0.264,0.056,0,0,0.857142857,0
04/08/2023 23:30,0.318,0,0.51,0.262,0.276,0,0,0.857142857,0
05/08/2023 0:00,0.354,0,0.71,0.47,0.112,0,0,0.857142857,0
05/08/2023 0:30,0.356,0,0.715,0.478,0.28,0,0,0.857142857,0
05/08/2023 1:00,0.356,0,0.625,0.482,0.208,0,0,0.857142857,0
05/08/2023 1:30,0.356,0,0.612,0.476,0.112,0,0,0.857142857,0
05/08/2023 2:00,0.348,0,0.426,0.356,0,0,0,0.857142857,0
05/08/2023 2:30,0.346,0,0.412,0.348,0.032,0,0,0.857142857,0
05/08/2023 3:00,0.288,0,0.308,0.284,0.228,0,0,0.857142857,0
05/08/2023 3:30,0.286,0,0.303,0.282,0.084,0,0,0.857142857,0
05/08/2023 4:00,0.322,0,0.063,0.254,0.316,0,0,0.857142857,0
05/08/2023 4:30,0.328,0,0.057,0.254,0.408,0,0,0.857142857,0
05/08/2023 5:00,0.408,0,0.122,0.296,0.568,0,0,0.857142857,0
05/08/2023 5:30,0.412,0,0.143,0.308,0.584,0,0,0.857142857,0
05/08/2023 6:00,0.418,0.016,0.537,0.554,0.344,0,0.126,0.857142857,0
05/08/2023 6:30,0.434,0.12,0.569,0.582,0.296,0,0.154,0.857142857,0
05/08/2023 7:00,0.77,0,0.891,0.94,0.048,0,0.69,0.857142857,0
05/08/2023 7:30,0.788,0,0.906,0.96,0,0,0.706,0.857142857,0
05/08/2023 8:00,0.99,0,0.997,0.99,0,0.768,0.952,0.857142857,0
05/08/2023 8:30,0.998,0,1,0.992,0,0.912,0.956,0.857142857,0
05/08/2023 9:00,0.998,0.116,1,0.992,0,1,1,0.857142857,0
05/08/2023 9:30,0.998,0.028,1,0.992,0.136,1,1,0.857142857,0
05/08/2023 10:00,0.998,0.068,1,0.992,0.256,1,1,0.857142857,0
05/08/2023 10:30,0.998,0.2,0.994,0.992,0.264,1,1,0.857142857,0
05/08/2023 11:00,0.998,0.008,0.881,0.992,0.228,1,1,0.857142857,0
05/08/2023 11:30,0.996,0,0.875,0.992,0.052,1,1,0.857142857,0
05/08/2023 12:00,0.95,0,0.899,0.992,0,0.854,1,0.857142857,0
05/08/2023 12:30,0.948,0,0.899,0.992,0,0.854,1,0.857142857,0
05/08/2023 13:00,0.996,0,0.912,0.992,0,0.188,0.712,0.857142857,0
05/08/2023 13:30,0.996,0,0.916,0.992,0,0.156,0.708,0.844285714,0
05/08/2023 14:00,0.95,0,0.997,0.992,0,0,0.634,0.717142857,0
05/08/2023 14:30,0.95,0,1,0.992,0,0,0.636,0.698571429,0
05/08/2023 15:00,0.968,0,1,0.992,0,0,0.848,0.635714286,0
05/08/2023 15:30,0.97,0,1,0.992,0.004,0,0.852,0.647142857,0
05/08/2023 16:00,0.996,0,1,0.992,0.108,0,0.97,0.832857143,0
05/08/2023 16:30,0.998,0,1,0.992,0.1,0,0.97,0.857142857,0
05/08/2023 17:00,0.998,0,1,0.992,0.012,0.502,1,0.855714286,0
05/08/2023 17:30,0.998,0,1,0.992,0,0.508,1,0.855714286,0
05/08/2023 18:00,0.998,0,1,0.992,0,0,1,0.857142857,0
05/08/2023 18:30,0.998,0,1,0.992,0,0,1,0.857142857,0
05/08/2023 19:00,0.998,0,1,0.992,0,0,0.94,0.857142857,0
05/08/2023 19:30,0.998,0,1,0.992,0,0,0.938,0.857142857,0
05/08/2023 20:00,0.998,0,0.983,0.992,0,0,0.738,0.857142857,0
05/08/2023 20:30,0.998,0,0.982,0.992,0,0,0.736,0.857142857,0
05/08/2023 21:00,0.88,0,0.927,0.912,0,0,0.052,0.857142857,0
05/08/2023 21:30,0.88,0,0.927,0.912,0,0,0.058,0.857142857,0
05/08/2023 22:00,0.994,0,0.998,0.988,0,0,0.806,0.857142857,0
05/08/2023 22:30,0.998,0,1,0.992,0,0,0.832,0.857142857,0
05/08/2023 23:00,0.998,0,1,0.992,0,0,0.656,0.855714286,0
05/08/2023 23:30,0.998,0,0.989,0.992,0,0,0.654,0.857142857,0
06/08/2023 0:00,0.998,0,0.777,0.992,0,0,0.752,0.857142857,0
